표준코드,단축코드,한글 종목명,한글 종목약명
KR7010820009,10820,퍼스텍보통주,퍼스텍
KR7016800005,16800,퍼시스보통주,퍼시스
KR7263750002,263750,펄어비스,펄어비스
KR7251970000,251970,펌텍코리아,펌텍코리아
KR7001020007,1020,페이퍼코리아보통주,페이퍼코리아
KR7327610002,327610,펨토바이오메드,펨토바이오메드
KR7087010005,87010,펩트론,펩트론
KR7090080003,90080,평화산업 주식회사 보통주,평화산업
KR7010770006,10770,평화홀딩스보통주,평화홀딩스
KR7119500007,119500,포메탈,포메탈
KR7058430000,58430,포스코강판보통주,포스코강판
KR7005490008,5490,포스코보통주,POSCO
KR7022100002,22100,포스코아이씨티,포스코 ICT
KR7047050000,47050,포스코인터내셔널보통주,포스코인터내셔널
KR7003670007,3670,포스코케미칼보통주,포스코케미칼
KR7189690001,189690,포시에스,포시에스
KR7318020005,318020,포인트모바일,포인트모바일
KR7256630005,256630,포인트엔지니어링,포인트엔지니어링
KR7331380006,331380,포커스에이치엔에스,포커스에이치엔에스
KR7141020008,141020,포티스,포티스
KR7041020009,41020,폴라리스오피스,폴라리스오피스
KR7114630007,114630,폴라리스우노,폴라리스우노
KR7123010001,123010,폴라리스웍스,폴라리스웍스
KR7290720002,290720,푸드나무,푸드나무
KR7005670005,5670,푸드웰,푸드웰
KR7094940004,94940,푸른기술,푸른기술
KR7007330004,7330,푸른상호저축은행,푸른저축은행
KR7017810003,17810,풀무원보통주,풀무원
KR7093380004,93380,풍강,풍강
KR7023900004,23900,풍국주정공업,풍국주정
KR7103140000,103140,풍산 보통주,풍산
KR7005810007,5810,풍산홀딩스보통주,풍산홀딩스
KR7371950007,371950,풍원정밀,풍원정밀
KR7370090003,370090,퓨런티어,퓨런티어
KR7220100002,220100,퓨쳐켐,퓨쳐켐
KR7035200005,35200,프럼파스트,프럼파스트
KR7334970001,334970,프레스티지바이오로직스,프레스티지바이오로직스
KR8702070002,950210,프레스티지바이오파마KDR,프레스티지바이오파마
KR7203690003,203690,프로스테믹스,프로스테믹스
KR7321260002,321260,프로이천,프로이천
KR7303360002,303360,프로테옴텍,프로테옴텍
KR7053610002,53610,프로텍,프로텍
KR7377220009,377220,프롬바이오,프롬바이오
KR7335810008,335810,프리시젼바이오,프리시젼바이오
KR7053160008,53160,프리엠스,프리엠스
KR7367000007,367000,플래티어,플래티어
KR7075130005,75130,플랜티넷,플랜티넷
KR7222670002,222670,플럼라인생명과학,플럼라인생명과학
KR7009810003,9810,플레이그램보통주,플레이그램
KR7237820006,237820,플레이디,플레이디
KR7023770001,23770,플레이위드,플레이위드
KR7300080009,300080,플리토,플리토
KR7150440006,150440,피노텍,피노텍
KR7032580003,32580,피델릭스,피델릭스
KR7051380004,51380,피씨디렉트,피씨디렉트
KR7241820000,241820,피씨엘,피씨엘
KR7178920005,178920,피아이첨단소재보통주,PI첨단소재
KR7237750005,237750,피앤씨테크,피앤씨테크
KR7024850000,24850,피에스엠씨,피에스엠씨
KR7319660007,319660,피에스케이,피에스케이
KR7031980006,31980,피에스케이홀딩스,피에스케이홀딩스
KR7002230001,2230,피에스텍,피에스텍
KR7057880007,57880,피에이치씨,피에이치씨
KR7043370006,43370,피에이치에이,피에이치에이
KR7242350007,242350,피엔아이컴퍼니,피엔아이컴퍼니
KR7239890007,239890,피엔에이치테크,피엔에이치테크
KR7347740003,347740,피엔케이피부임상연구센타,피엔케이피부임상연구센타
KR7137400008,137400,피엔티,피엔티
KR7024940009,24940,피엔풍년,PN풍년
KR7128660008,128660,피제이메탈,피제이메탈
KR7006140008,6140,피제이전자,피제이전자
KR7376180006,376180,피코그램,피코그램
KR7304840002,304840,피플바이오,피플바이오
KR7062970009,62970,피피아이,피피아이
KR7087600003,87600,픽셀플러스,픽셀플러스
KR7161580006,161580,필옵틱스,필옵틱스
KR7347770000,347770,핌스,핌스
KR7163730005,163730,핑거,핑거
KR7332710003,332710,하나금융14호기업인수목적,하나금융14호스팩
KR7341160000,341160,하나금융15호기업인수목적,하나금융15호스팩
KR7343510004,343510,하나금융16호기업인수목적,하나금융16호스팩
KR7363260001,363260,하나금융17호기업인수목적,하나금융17호스팩
KR7388220006,388220,하나금융19호기업인수목적,하나금융19호스팩
KR7400560009,400560,하나금융20호기업인수목적,하나금융20호스팩
KR7406760009,406760,하나금융21호기업인수목적,하나금융21호스팩
KR7086790003,86790,하나금융지주보통주,하나금융지주
KR7299030007,299030,하나기술,하나기술
KR7067310003,67310,하나마이크론,하나마이크론
KR7372290007,372290,하나머스트7호기업인수목적,하나머스트7호스팩
KR7166090001,166090,하나머티리얼즈,하나머티리얼즈
KR7293480000,293480,하나제약보통주,하나제약
KR7039130000,39130,하나투어보통주,하나투어
KR7136480001,136480,하림,하림
KR7003380003,3380,하림지주,하림지주
KR7153360003,153360,하이골드오션3호선박투자회사,하이골드3호
KR7149980005,149980,하이로닉,하이로닉
KR7013030002,13030,하이록코리아,하이록코리아
KR7352820005,352820,하이브보통주,하이브
KR7126700004,126700,하이비젼시스템,하이비젼시스템
KR7106080005,106080,하이소닉,하이소닉
KR7071090005,71090,하이스틸 보통주,하이스틸
KR7340120005,340120,하이제5호기업인수목적,하이제5호스팩
KR7377400007,377400,하이제6호기업인수목적,하이제6호스팩
KR7400840005,400840,하이제7호기업인수목적,하이제7호스팩
KR7221840002,221840,하이즈항공,하이즈항공
KR7106190002,106190,하이텍팜,하이텍팜
KR7019490002,19490,하이트론씨스템즈보통주,하이트론
KR7000082008,87,하이트진로2우선주(신형),하이트진로2우B
KR7000080002,80,하이트진로보통주,하이트진로
KR7000141002,145,하이트진로홀딩스1우선주,하이트진로홀딩스우
KR7000140004,140,하이트진로홀딩스보통주,하이트진로홀딩스
KR7373200005,373200,하인크코리아,하인크코리아
KR7066130006,66130,하츠,하츠
KR7004590006,4590,한국가구,한국가구
KR7036460004,36460,한국가스공사보통주,한국가스공사
KR7039340005,39340,한국경제티브이,한국경제TV
KR7005430004,5430,한국공항보통주,한국공항
KR7034950006,34950,한국기업평가,한국기업평가
KR7010040004,10040,한국내화보통주,한국내화
KR7025540006,25540,한국단자공업보통주,한국단자
KR7222980005,222980,한국맥널티,한국맥널티
KR7331660001,331660,한국미라클피플사,한국미라클피플사
KR7318000007,318000,한국바이오젠,한국바이오젠
KR7096300009,96300,한국베트남부동산개발특별자산1호투자회사,베트남개발1
KR7256840000,256840,한국비엔씨,한국비엔씨
KR7004090007,4090,한국석유공업보통주,한국석유
KR7025550005,25550,한국선재,한국선재
KR7002200004,2200,한국수출포장공업보통주,한국수출포장
KR7002960003,2960,한국쉘석유보통주,한국쉘석유
KR7017890005,17890,한국알콜산업,한국알콜
KR7000240002,240,한국앤컴퍼니보통주,한국앤컴퍼니
KR7033270000,33270,한국유나이티드제약 보통주,유나이티드제약
KR7080720006,80720,한국유니온제약,한국유니온제약
KR7123890006,123890,한국자산신탁보통주,한국자산신탁
KR7015760002,15760,한국전력공사보통주,한국전력
KR7052690005,52690,한국전력기술 보통주,한전기술
KR7063570006,63570,한국전자금융,한국전자금융
KR7041460007,41460,한국전자인증,한국전자인증
KR7006200000,6200,한국전자홀딩스보통주,한국전자홀딩스
KR7101680007,101680,한국정밀기계,한국정밀기계
KR7039740006,39740,한국정보공학,한국정보공학
KR7053300000,53300,한국정보인증,한국정보인증
KR7025770009,25770,한국정보통신,한국정보통신
KR7409570009,409570,한국제10호기업인수목적 주식회사,한국제10호스팩
KR7368770004,368770,한국제9호기업인수목적,한국9호스팩
KR7009540006,9540,한국조선해양보통주,한국조선해양
KR7023350002,23350,한국종합기술보통주,한국종합기술
KR7025890005,25890,한국주강보통주,한국주강
KR7000970004,970,한국주철관공업보통주,한국주철관
KR7104700000,104700,한국철강보통주,한국철강
KR7017960006,17960,한국카본보통주,한국카본
KR7023760002,23760,한국캐피탈,한국캐피탈
KR7054040001,54040,한국컴퓨터,한국컴퓨터
KR7050540004,50540,한국코퍼레이션,한국코퍼레이션
KR7161890009,161890,한국콜마보통주,한국콜마
KR7024720005,24720,한국콜마홀딩스보통주,한국콜마홀딩스
KR7021650007,21650,한국큐빅,한국큐빅
KR7161390000,161390,한국타이어앤테크놀로지보통주,한국타이어앤테크놀로지
KR7053590006,53590,한국테크놀로지,한국테크놀로지
KR7034830000,34830,한국토지신탁보통주,한국토지신탁
KR7152550000,152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),한국ANKOR유전
KR7168490001,168490,한국투자Parallel유전해외자원개발특별자산투자회사1호,한국패러랠
KR7071051007,71055,한국투자금융지주1우선주,한국금융지주우
KR7071050009,71050,한국투자금융지주보통주,한국금융지주
KR7007280001,7280,한국특강보통주,한국특강
KR7032300006,32300,한국파마,한국파마
KR7037230000,37230,한국팩키지,한국팩키지
KR7010100006,10100,한국프랜지공업보통주,한국프랜지
KR7047810007,47810,한국항공우주산업보통주,한국항공우주
KR7123690000,123690,한국화장품보통주,한국화장품
KR7003350006,3350,한국화장품제조보통주,한국화장품제조
KR7030520001,30520,한글과컴퓨터,한글과컴퓨터
KR7052600004,52600,한네트,한네트
KR7011500006,11500,한농화성보통주,한농화성
KR7002390003,2390,한독보통주,한독
KR7256150004,256150,한독크린텍,한독크린텍
KR7014790000,14790,한라보통주,한라
KR7092460005,92460,한라아이엠에스,한라IMS
KR7060980000,60980,한라홀딩스보통주,한라홀딩스
KR7053690004,53690,한미글로벌건축사사무소보통주,한미글로벌
KR7042700005,42700,한미반도체보통주,한미반도체
KR7008930000,8930,한미사이언스보통주,한미사이언스
KR7128940004,128940,한미약품보통주,한미약품
KR7047080007,47080,한빛소프트,한빛소프트
KR7009240003,9240,한샘보통주,한샘
KR7020000006,20000,한섬보통주,한섬
KR7003680006,3680,한성기업보통주,한성기업
KR7105630008,105630,한세실업보통주,한세실업
KR7069640001,69640,한세엠케이보통주,한세엠케이
KR7016450009,16450,한세예스24홀딩스보통주,한세예스24홀딩스
KR7010420008,10420,한솔PNS보통주,한솔PNS
KR7009180001,9180,한솔로지스틱스보통주,한솔로지스틱스
KR7070590005,70590,한솔인티큐브,한솔인티큐브
KR7213500002,213500,한솔제지보통주,한솔제지
KR7014680003,14680,한솔케미칼보통주,한솔케미칼
KR7004710000,4710,한솔테크닉스보통주,한솔테크닉스
KR7004150009,4150,한솔홀딩스보통주,한솔홀딩스
KR7025750001,25750,한솔홈데코보통주,한솔홈데코
KR7226440006,226440,한송네오텍,한송네오텍
KR7042520007,42520,한스바이오메드,한스바이오메드
KR7004960001,4960,한신공영보통주,한신공영
KR7011700002,11700,한신기계공업보통주,한신기계
KR7078350006,78350,한양디지텍,한양디지텍
KR7045100005,45100,한양이엔지,한양이엔지
KR7001751007,1755,한양증권1우선주,한양증권우
KR7001750009,1750,한양증권보통주,한양증권
KR7018880005,18880,한온시스템보통주,한온시스템
KR7009420001,9420,한올바이오파마보통주,한올바이오파마
KR7014130009,14130,한익스프레스보통주,한익스프레스
KR7046110003,46110,한일네트웍스,한일네트웍스
KR7024740003,24740,한일단조공업,한일단조
KR7005860002,5860,한일사료,한일사료
KR7300720000,300720,한일시멘트보통주,한일시멘트
KR7123840001,123840,한일진공,한일진공
KR7002220002,2220,한일철강보통주,한일철강
KR7006390009,6390,한일현대시멘트보통주,한일현대시멘트
KR7003300001,3300,한일홀딩스보통주,한일홀딩스
KR7007770001,7770,한일화학공업,한일화학
KR7051600005,51600,한전KPS 보통주,한전KPS
KR7130660004,130660,한전산업개발보통주,한전산업
KR7107640005,107640,한중엔시에스,한중엔시에스
KR7002320000,2320,한진보통주,한진
KR7003480001,3480,한진중공업홀딩스보통주,한진중공업홀딩스
KR718064K016,18064K,한진칼1우선주,한진칼우
KR7180640005,180640,한진칼보통주,한진칼
KR7043090000,43090,한창바이오텍,한창바이오텍
KR7005110002,5110,한창보통주,한창
KR7079170007,79170,한창산업,한창산업
KR7009460007,9460,한창제지보통주,한창제지
KR7086960002,86960,한컴MDS,한컴MDS
KR7372910000,372910,한컴라이프케어보통주,한컴라이프케어
KR7054920004,54920,한컴위드,한컴위드
KR7002680007,2680,한탑,한탑
KR7066110008,66110,한프,한프
KR7000881003,885,한화1우선주,한화우
KR700088K015,00088K,한화3우선주(신형),한화3우B
KR7000880005,880,한화보통주,한화
KR7088350004,88350,한화생명보험보통주,한화생명
KR7000370007,370,한화손해보험보통주,한화손해보험
KR7009831009,9835,한화솔루션1우선주,한화솔루션우
KR7009830001,9830,한화솔루션보통주,한화솔루션
KR7272210006,272210,한화시스템보통주,한화시스템
KR7012450003,12450,한화에어로스페이스보통주,한화에어로스페이스
KR7003531001,3535,한화투자증권1우선주,한화투자증권우
KR7003530003,3530,한화투자증권보통주,한화투자증권
KR7386580005,386580,한화플러스제2호기업인수목적,한화플러스제2호스팩
KR7195870001,195870,해성디에스보통주,해성디에스
KR7034810002,34810,해성산업,해성산업
KR703481K019,03481K,해성산업1우선주,해성산업1우
KR7076610005,76610,해성옵틱스,해성옵틱스
KR7059270009,59270,해성티피씨,해성티피씨
KR7101530004,101530,해태제과식품주식회사,해태제과식품
KR7220180004,220180,핸디소프트,핸디소프트
KR7143210003,143210,핸즈코퍼레이션보통주,핸즈코퍼레이션
HK0000214814,900270,헝셩그룹유한회사,헝셩그룹
KR7084990001,84990,헬릭스미스,헬릭스미스
KR7000721001,725,현대건설1우선주,현대건설우
KR7267270007,267270,현대건설기계보통주,현대건설기계
KR7000720003,720,현대건설보통주,현대건설
KR7170030001,170030,현대공업,현대공업
KR7005440003,5440,현대그린푸드보통주,현대그린푸드
KR7086280005,86280,현대글로비스보통주,현대글로비스
KR7042670000,42670,현대두산인프라코어보통주,현대두산인프라코어
KR7064350002,64350,현대로템보통주,현대로템
KR7079430005,79430,현대리바트보통주,현대리바트
KR7012330007,12330,현대모비스보통주,현대모비스
KR7319400008,319400,현대무벡스,현대무벡스
KR7010620003,10620,현대미포조선보통주,현대미포조선
KR7052260007,52260,현대바이오랜드,현대바이오랜드
KR7048410005,48410,현대바이오사이언스,현대바이오
KR7069960003,69960,현대백화점보통주,현대백화점
KR7004561007,4565,현대비앤지스틸1우선주,현대비앤지스틸우
KR7004560009,4560,현대비앤지스틸보통주,현대비앤지스틸
KR7016790008,16790,현대사료,현대사료
KR7004310009,4310,현대약품보통주,현대약품
KR7322000001,322000,현대에너지솔루션보통주,현대에너지솔루션
KR7041440009,41440,현대에버다임,현대에버다임
KR7039010004,39010,현대에이치티,현대에이치티
KR7017800004,17800,현대엘리베이터보통주,현대엘리베이
KR7307950006,307950,현대오토에버보통주,현대오토에버
KR7011210002,11210,현대위아보통주,현대위아
KR7090850009,90850,현대이지웰,현대이지웰
KR7267260008,267260,현대일렉트릭보통주,현대일렉트릭
KR7005381009,5385,현대자동차1우선주,현대차우
KR7005382007,5387,현대자동차2우선주(신형),현대차2우B
KR7005383005,5389,현대자동차3우선주(신형),현대차3우B
KR7005380001,5380,현대자동차보통주,현대차
KR7004020004,4020,현대제철 보통주,현대제철
KR7329180004,329180,현대중공업보통주,현대중공업
KR7267250009,267250,현대중공업지주보통주,현대중공업지주
KR7001500008,1500,현대차증권보통주,현대차증권
KR7011760006,11760,현대코퍼레이션보통주,현대코퍼레이션
KR7227840006,227840,현대코퍼레이션홀딩스보통주,현대코퍼레이션홀딩스
KR7126560002,126560,현대퓨처넷보통주,현대퓨처넷
KR7001450006,1450,현대해상화재보험보통주,현대해상
KR7057050007,57050,현대홈쇼핑보통주,현대홈쇼핑
KR7092300003,92300,현우산업,현우산업
KR7053660007,53660,현진소재,현진소재
KR7138360003,138360,협진,협진
KR7011080009,11080,형지아이앤씨,형지I&C
KR7093240000,93240,형지엘리트보통주,형지엘리트
KR7003010006,3010,혜인보통주,혜인
KR7111110003,111110,호전실업보통주,호전실업
KR7008771008,8775,호텔신라1우선주,호텔신라우
KR7008770000,8770,호텔신라보통주,호텔신라
KR7060560000,60560,홈센타홀딩스,홈센타홀딩스
KR7064240005,64240,홈캐스트,홈캐스트
KR7039610001,39610,화성밸브,화성밸브
KR7002460004,2460,화성산업보통주,화성산업
KR7378850002,378850,화승알앤에이보통주,화승알앤에이
KR7241590009,241590,화승엔터프라이즈보통주,화승엔터프라이즈
KR7006060008,6060,화승인더스트리보통주,화승인더
KR7013520002,13520,화승코퍼레이션보통주,화승코퍼레이션
KR7010690006,10690,화신보통주,화신
KR7126640002,126640,화신정공,화신정공
KR7133820001,133820,화인베스틸보통주,화인베스틸
KR7061250007,61250,화일약품,화일약품
KR7010660009,10660,화천기계보통주,화천기계
KR7000850008,850,화천기공보통주,화천기공
KR7016580003,16580,환인제약보통주,환인제약
KR7032560005,32560,황금에스티보통주,황금에스티
KR7004800009,4800,효성보통주,효성
KR7094280005,94280,효성아이티엑스 보통주,효성ITX
KR7097870000,97870,효성오앤비,효성오앤비
KR7298040007,298040,효성중공업보통주,효성중공업
KR7298050006,298050,효성첨단소재보통주,효성첨단소재
KR7298020009,298020,효성티앤씨보통주,효성티앤씨
KR7298000001,298000,효성화학보통주,효성화학
KR7093370005,93370,후성 보통주,후성
KR7050090000,50090,휘닉스소재,휘닉스소재
KR7081660003,81660,휠라홀딩스보통주,휠라홀딩스
KR7290270008,290270,휴네시온,휴네시온
KR7005870001,5870,휴니드테크놀러지스보통주,휴니드
KR7353190002,353190,휴럼,휴럼
KR7090710005,90710,휴림로봇,휴림로봇
KR7205470008,205470,휴마시스,휴마시스
KR7115160004,115160,휴맥스,휴맥스
KR7028080000,28080,휴맥스홀딩스,휴맥스홀딩스
KR7032860009,32860,휴먼엔,휴먼엔
KR7200670008,200670,휴메딕스,휴메딕스
KR7212310007,212310,휴벡셀,휴벡셀
KR7079980009,79980,휴비스보통주,휴비스
KR7065510000,65510,휴비츠,휴비츠
KR7215090002,215090,휴센텍,휴센텍
KR7005010004,5010,휴스틸보통주,휴스틸
KR7243070000,243070,휴온스,휴온스
KR7084110006,84110,휴온스글로벌,휴온스글로벌
KR7263920001,263920,휴온스블러썸,휴온스블러썸
KR7145020004,145020,휴젤,휴젤
KR7069260008,69260,휴켐스보통주,휴켐스
KR7024060006,24060,흥구석유,흥구석유
KR7010240000,10240,흥국,흥국
KR7189980006,189980,흥국에프엔비,흥국에프엔비
KR7000541003,545,흥국화재해상보험1우선주,흥국화재우
KR7000542001,547,흥국화재해상보험2우선주(신형),흥국화재2우B
KR7000540005,540,흥국화재해상보험보통주,흥국화재
KR7003280005,3280,흥아해운보통주,흥아해운
KR7037440005,37440,희림종합건축사사무소,희림
KR7238490007,238490,힘스,힘스
